t_us,v
4770.8,0.0313935
4791.7,0.0539505
4812.5,0.103138
4833.3,0.1788
4854.2,0.28041
4875.0,0.404472
4895.8,0.549458
4916.7,0.713849
4937.5,0.893574
4958.3,1.08685
4979.2,1.28913
5000.0,1.49772
5020.8,1.70879
5041.7,1.91913
5062.5,2.12446
5083.3,2.32196
5104.2,2.50803
5125.0,2.67962
5145.8,2.83352
5166.7,2.96727
5187.5,3.0793
5208.3,3.16629
5229.2,3.2275
5250.0,3.26212
5270.8,3.26935
5291.7,3.24845
5312.5,3.2008
5333.3,3.12682
5354.2,3.02769
5375.0,2.90516
5395.8,2.76184
5416.7,2.59904
5437.5,2.4202
5458.3,2.22759
5479.2,2.02621
5500.0,1.81758
5520.8,1.60649
5541.7,1.39623
5562.5,1.18994
5583.3,0.991795
5604.2,0.804799
5625.0,0.632423
5645.8,0.476846
5666.7,0.341589
5687.5,0.227981
5708.3,0.139372
5729.2,0.075755
5750.0,0.0395299
5770.8,0.0305673
5791.7,0.0491353
5812.5,0.0941833
5833.3,0.166846
5854.2,0.26431
5875.0,0.385126
5895.8,0.527758
5916.7,0.688877
5937.5,0.866869
5958.3,1.05787
5979.2,1.2593
6000.0,1.46715
6020.8,1.67819
6041.7,1.88846
6062.5,2.09563
6083.3,2.29454
6104.2,2.48227
6125.0,2.65622
6145.8,2.8126
6166.7,2.94955
6187.5,3.06471
6208.3,3.15503
6229.2,3.22024
6250.0,3.25894
6270.8,3.27021
6291.7,3.25324
6312.5,3.20978
6333.3,3.13973
6354.2,3.04375
6375.0,2.92452
6395.8,2.78353
6416.7,2.62327
6437.5,2.44678
6458.3,2.25587
6479.2,2.0553
6500.0,1.84815
6520.8,1.63717
6541.7,1.42603
6562.5,1.21977
6583.3,1.02003
6604.2,0.830658
6625.0,0.655758
6645.8,0.497898
6666.7,0.359295
6687.5,0.243321
6708.3,0.15064
6729.2,0.0837753
6750.0,0.0427388
6770.8,0.0297413
6791.7,0.0443228
6812.5,0.0861966
6833.3,0.1547
6854.2,0.248049
6875.0,0.365733
6895.8,0.505135
6916.7,0.664739
6937.5,0.840257
6958.3,1.02959
6979.2,1.22944
7000.0,1.43651
7020.8,1.64756
7041.7,1.85867
7062.5,2.06566
7083.3,2.2664
7104.2,2.45565
7125.0,2.63211
7145.8,2.79093
7166.7,2.93098
7187.5,3.04939
7208.3,3.14366
7229.2,3.21225
7250.0,3.25488
7270.8,3.27016
7291.7,3.2573
7312.5,3.21782
7333.3,3.15099
7354.2,3.05914
7375.0,2.94311
7395.8,2.80534
7416.7,2.64738
7437.5,2.47334
7458.3,2.28407
7479.2,2.08508
7500.0,1.87801
7520.8,1.66774
7541.7,1.45667
7562.5,1.24873
7583.3,1.04816
7604.2,0.857192
7625.0,0.679906
7645.8,0.519675
7666.7,0.378653
7687.5,0.258635
7708.3,0.16277
7729.2,0.0918094
7750.0,0.047595
7770.8,0.0298219
7791.7,0.0411296
7812.5,0.0782177
7833.3,0.143389
7854.2,0.233618
7875.0,0.348054
7895.8,0.484249
7916.7,0.640549
7937.5,0.813641
7958.3,1.0015
7979.2,1.20042
8000.0,1.40671
8020.8,1.61691
8041.7,1.82802
8062.5,2.03593
8083.3,2.23726
8104.2,2.42911
8125.0,2.60711
8145.8,2.76908
8166.7,2.91248
8187.5,3.0333
8208.3,3.13167
8229.2,3.20422
8250.0,3.25007
8270.8,3.26932
8291.7,3.26133
8312.5,3.22506
8333.3,3.16227
8354.2,3.07361
8375.0,2.96171
8395.8,2.8263
8416.7,2.67161
8437.5,2.49916
8458.3,2.31222
8479.2,2.11406
8500.0,1.90863
8520.8,1.69836
8541.7,1.48726
8562.5,1.27858
8583.3,1.07637
8604.2,0.884601
8625.0,0.704916
8645.8,0.541371
8666.7,0.397212
8687.5,0.274761
8708.3,0.17482
8729.2,0.0998968
8750.0,0.0523902
8770.8,0.0306097
8791.7,0.0379928
8812.5,0.0717093
8833.3,0.132108
8854.2,0.219068
8875.0,0.329525
8895.8,0.463298
8916.7,0.616331
8937.5,0.787989
8958.3,0.974024
8979.2,1.17063
9000.0,1.37687
9020.8,1.58632
9041.7,1.79738
9062.5,2.00607
9083.3,2.20905
9104.2,2.40252
9125.0,2.58215
9145.8,2.74731
9166.7,2.89312
9187.5,3.01725
9208.3,3.11869
9229.2,3.19533
9250.0,3.24526
9270.8,3.26855
9291.7,3.26374
9312.5,3.23235
9333.3,3.17276
9354.2,3.08808
9375.0,2.97933
9395.8,2.84732
9416.7,2.69498
9437.5,2.52499
9458.3,2.34053
9479.2,2.14389
9500.0,1.93841
9520.8,1.72889
9541.7,1.5171
9562.5,1.30835
9583.3,1.1054
9604.2,0.911127
9625.0,0.729913
9645.8,0.563964
9666.7,0.417284
9687.5,0.290823
9708.3,0.187686
9729.2,0.109576
9750.0,0.0571514
9770.8,0.032216
9791.7,0.0346989
9812.5,0.0645096
9833.3,0.121731
9854.2,0.204655
9875.0,0.312581
9895.8,0.442323
9916.7,0.593803
9937.5,0.762169
9958.3,0.945908
9979.2,1.1416
10000.0,1.34626
10020.8,1.55568
10041.7,1.76761
10062.5,1.97634
10083.3,2.18013
10104.2,2.37513
10125.0,2.55719
10145.8,2.72399
10166.7,2.87296
10187.5,3.00112
10208.3,3.10586
10229.2,3.18564
10250.0,3.23963
10270.8,3.26695
10291.7,3.2661
10312.5,3.23794
10333.3,3.18323
10354.2,3.10177
10375.0,2.99621
10395.8,2.86731
10416.7,2.71826
10437.5,2.55076
10458.3,2.36782
10479.2,2.17285
10500.0,1.96828
10520.8,1.7588
10541.7,1.54772
10562.5,1.33818
10583.3,1.13431
10604.2,0.938613
10625.0,0.754978
10645.8,0.587315
10666.7,0.436659
10687.5,0.307633
10708.3,0.201486
10729.2,0.11923
10750.0,0.0627717
10770.8,0.0338355
10791.7,0.0330082
10812.5,0.0588388
10833.3,0.112074
10854.2,0.19091
10875.0,0.295685
10895.8,0.422152
10916.7,0.570383
10937.5,0.737201
10958.3,0.918519
10979.2,1.11345
11000.0,1.31644
11020.8,1.52595
11041.7,1.73702
11062.5,1.94652
11083.3,2.1511
11104.2,2.34771
11125.0,2.53227
11145.8,2.70139
11166.7,2.8529
11187.5,2.98337
11208.3,3.09214
11229.2,3.1759
11250.0,3.23405
11270.8,3.2646
11291.7,3.26782
11312.5,3.24365
11333.3,3.19281
11354.2,3.11547
11375.0,3.01318
11395.8,2.88743
11416.7,2.74083
11437.5,2.57574
11458.3,2.39515
11479.2,2.20104
11500.0,1.99804
11520.8,1.78938
11541.7,1.57829
11562.5,1.36799
11583.3,1.16342
11604.2,0.965896
11625.0,0.780705
11645.8,0.610632
11666.7,0.457588
11687.5,0.324679
11708.3,0.215177
11729.2,0.129675
11750.0,0.0692286
11770.8,0.0370997
11791.7,0.0314174
11812.5,0.0531742
11833.3,0.102342
11854.2,0.178092
11875.0,0.278766
11895.8,0.402747
11916.7,0.547843
11937.5,0.711402
11958.3,0.891823
11979.2,1.08438
12000.0,1.28667
12020.8,1.49532
12041.7,1.70636
12062.5,1.9167
12083.3,2.12212
12104.2,2.32026
12125.0,2.50641
12145.8,2.67797
12166.7,2.83187
12187.5,2.96647
12208.3,3.07759
12229.2,3.1654
12250.0,3.2267
12270.8,3.26209
12291.7,3.26937
12312.5,3.24923
12333.3,3.2017
12354.2,3.12841
12375.0,3.02928
12395.8,2.9068
12416.7,2.76341
12437.5,2.60073
12458.3,2.42186
12479.2,2.23008
12500.0,2.02791
12520.8,1.82002
12541.7,1.60887
12562.5,1.39869
12583.3,1.1925
12604.2,0.994204
12625.0,0.806404
12645.8,0.634118
12666.7,0.478589
12687.5,0.342403
12708.3,0.229532
12729.2,0.140181
12750.0,0.076526
12770.8,0.0394648
12791.7,0.0305982
12812.5,0.0483787
12833.3,0.09344
12854.2,0.165984
12875.0,0.26257
12895.8,0.383456
12916.7,0.525293
12937.5,0.687195
12958.3,0.864479
12979.2,1.05542
13000.0,1.25684
13020.8,1.46468
13041.7,1.67581
13062.5,1.886
13083.3,2.0931
13104.2,2.29218
13125.0,2.47982
13145.8,2.65392
13166.7,2.81098
13187.5,2.94792
13208.3,3.06314
13229.2,3.15424
13250.0,3.21942
13270.8,3.25806
13291.7,3.27021
13312.5,3.25411
13333.3,3.21061
13354.2,3.14042
13375.0,3.04543
13395.8,2.92617
13416.7,2.78517
13437.5,2.62483
13458.3,2.44843
13479.2,2.25827
13500.0,2.05766
13520.8,1.85069
13541.7,1.63953
13562.5,1.4284
13583.3,1.22135
13604.2,1.02236
13625.0,0.832992
13645.8,0.658271
13666.7,0.499587
13687.5,0.360912
13708.3,0.244153
13729.2,0.151434
13750.0,0.0837613
13770.8,0.0434351
13791.7,0.029807
13812.5,0.0443611
13833.3,0.0854512
13854.2,0.153903
13875.0,0.247328
13895.8,0.365014
13916.7,0.50361
13937.5,0.662225
13958.3,0.837901
13979.2,1.02722
14000.0,1.22781
14020.8,1.43484
14041.7,1.64513
14062.5,1.85625
14083.3,2.06332
14104.2,2.26392
14125.0,2.4541
14145.8,2.62966
14166.7,2.78916
14187.5,2.92935
14208.3,3.04784
14229.2,3.14287
14250.0,3.21212
14270.8,3.25492
14291.7,3.27025
14312.5,3.25811
14333.3,3.21865
14354.2,3.1517
14375.0,3.06066
14395.8,2.94471
14416.7,2.80694
14437.5,2.64982
14458.3,2.47499
14479.2,2.28645
14500.0,2.08753
14520.8,1.88039
14541.7,1.67014
14562.5,1.4591
14583.3,1.25116
14604.2,1.05059
14625.0,0.859639
14645.8,0.682422
14666.7,0.521166
14687.5,0.379456
14708.3,0.259392
14729.2,0.163594
14750.0,0.0918435
14770.8,0.0475115
14791.7,0.0306509
14812.5,0.040309
14833.3,0.0781904
14854.2,0.142646
14875.0,0.232062
14895.8,0.346412
14916.7,0.482605
14937.5,0.638904
14958.3,0.812124
14979.2,0.999843
15000.0,1.19803
15020.8,1.40426
15041.7,1.61455
15062.5,1.8256
15083.3,2.03427
15104.2,2.23575
15125.0,2.42745
15145.8,2.60552
15166.7,2.76743
15187.5,2.9108
15208.3,3.0325
15229.2,3.13088
15250.0,3.20332
15270.8,3.25002
15291.7,3.26941
15312.5,3.26131
15333.3,3.22585
15354.2,3.16297
15375.0,3.07515
15395.8,2.96244
15416.7,2.82789
15437.5,2.67319
15458.3,2.50081
15479.2,2.31465
15500.0,2.11648
15520.8,1.911
15541.7,1.70072
15562.5,1.48964
15583.3,1.28104
15604.2,1.07881
15625.0,0.88619
15645.8,0.706554
15666.7,0.543828
15687.5,0.398771
15708.3,0.275564
15729.2,0.175603
15750.0,0.100694
15770.8,0.0523545
15791.7,0.0313464
15812.5,0.0369899
15833.3,0.0708635
15854.2,0.131371
15875.0,0.217553
15895.8,0.328729
15916.7,0.46162
15937.5,0.614703
15958.3,0.785524
15979.2,0.971642
16000.0,1.16896
16020.8,1.37443
16041.7,1.5839
16062.5,1.79588
16083.3,2.00447
16104.2,2.20668
16125.0,2.40011
16145.8,2.58052
16166.7,2.74493
16187.5,2.89149
16208.3,3.01648
16229.2,3.11792
16250.0,3.19446
16270.8,3.2452
16291.7,3.26858
16312.5,3.26375
16333.3,3.23231
16354.2,3.17356
16375.0,3.08963
16395.8,2.9801
16416.7,2.84881
16437.5,2.69655
16458.3,2.52743
16479.2,2.34209
16500.0,2.14548
16520.8,1.94081
16541.7,1.73145
16562.5,1.51952
16583.3,1.31092
16604.2,1.10773
16625.0,0.913692
16645.8,0.731539
16666.7,0.566347
16687.5,0.41895
16708.3,0.291655
16729.2,0.188513
16750.0,0.110317
16770.8,0.0579936
16791.7,0.0321747
16812.5,0.034647
16833.3,0.0643981
16854.2,0.120858
16875.0,0.203816
16895.8,0.311025
16916.7,0.440666
16937.5,0.591303
16958.3,0.76049
16979.2,0.944249
17000.0,1.14017
17020.8,1.34379
17041.7,1.5541
17062.5,1.76527
17083.3,1.97471
17104.2,2.17857
17125.0,2.37269
17145.8,2.55559
17166.7,2.72234
17187.5,2.87134
17208.3,2.99949
17229.2,3.10499
17250.0,3.18481
17270.8,3.23946
17291.7,3.26688
17312.5,3.26615
17333.3,3.23877
17354.2,3.18406
17375.0,3.10338
17395.8,2.9979
17416.7,2.86889
17437.5,2.72001
17458.3,2.55224
17479.2,2.36952
17500.0,2.17447
17520.8,1.97058
17541.7,1.76115
17562.5,1.55013
17583.3,1.34061
17604.2,1.13595
17625.0,0.941017
17645.8,0.757318
17666.7,0.588972
17687.5,0.438303
17708.3,0.308545
17729.2,0.202185
17750.0,0.12004
17770.8,0.0636352
17791.7,0.0346482
17812.5,0.0321791
17833.3,0.0580068
17854.2,0.111142
17875.0,0.190153
17895.8,0.294072
17916.7,0.420541
17937.5,0.568729
17958.3,0.734805
17979.2,0.916805
18000.0,1.11099
18020.8,1.31403
18041.7,1.52352
18062.5,1.73457
18083.3,1.94404
18104.2,2.14945
18125.0,2.34532
18145.8,2.52976
18166.7,2.69976
18187.5,2.85116
18208.3,2.98254
18229.2,3.09136
18250.0,3.17516
18270.8,3.23308
18291.7,3.26455
18312.5,3.26779
18333.3,3.24435
18354.2,3.19363
18375.0,3.11633
18395.8,3.01403
18416.7,2.88905
18437.5,2.74243
18458.3,2.57736
18479.2,2.39683
18500.0,2.2035
18520.8,2.00041
18541.7,1.79184
18562.5,1.58072
18583.3,1.37049
18604.2,1.16495
18625.0,0.968381
18645.8,0.783051
18666.7,0.612249
18687.5,0.459169
18708.3,0.326294
18729.2,0.215874
18750.0,0.130509
18770.8,0.0700568
18791.7,0.0370667
18812.5,0.031446
18833.3,0.053198
18854.2,0.102346
18875.0,0.177232
18895.8,0.277169
18916.7,0.401202
18937.5,0.546199
18958.3,0.709732
18979.2,0.889443
19000.0,1.08201
19020.8,1.28429
19041.7,1.49287
19062.5,1.70403
19083.3,1.91419
19104.2,2.11969
19125.0,2.31798
19145.8,2.50398
19166.7,2.67637
19187.5,2.83025
19208.3,2.96493
19229.2,3.07688
19250.0,3.16462
19270.8,3.22666
19291.7,3.26122
19312.5,3.26937
19333.3,3.2493
19354.2,3.20243
19375.0,3.12924
19395.8,3.03012
19416.7,2.90851
19437.5,2.76501
19458.3,2.6023
19479.2,2.42429
19500.0,2.23251
19520.8,2.0303
19541.7,1.8224
19562.5,1.61132
19583.3,1.40102
19604.2,1.1948
19625.0,0.995798
19645.8,0.808873
19666.7,0.635579
19687.5,0.480115
19708.3,0.344012
19729.2,0.230464
19750.0,0.140952
19770.8,0.0773187
19791.7,0.0402778
19812.5,0.0306508
19833.3,0.0484036
19854.2,0.0934647
19875.0,0.164352
19895.8,0.261805
19916.7,0.381897
19937.5,0.523666
19958.3,0.684817
19979.2,0.862827
20000.0,1.05385
20020.8,1.2544
20041.7,1.46221
20062.5,1.67336
20083.3,1.8844
20104.2,2.09072
20125.0,2.28975
20145.8,2.47824
20166.7,2.65224
20187.5,2.80931
20208.3,2.9471
20229.2,3.06241
20250.0,3.15341
20270.8,3.21939
20291.7,3.25806
20312.5,3.2702
20333.3,3.25408
20354.2,3.21057
20375.0,3.14131
20395.8,3.04617
20416.7,2.92775
20437.5,2.78683
20458.3,2.62728
20479.2,2.45082
20500.0,2.26069
20520.8,2.06011
20541.7,1.85223
20562.5,1.64192
20583.3,1.43081
20604.2,1.22383
20625.0,1.02395
20645.8,0.834749
20666.7,0.659791
20687.5,0.501097
20708.3,0.362592
20729.2,0.245785
20750.0,0.152272
20770.8,0.0844864
20791.7,0.0435
20812.5,0.0297243
20833.3,0.0434846
20854.2,0.0854337
20875.0,0.153107
20895.8,0.245732
20916.7,0.363364
20937.5,0.501953
20958.3,0.660628
20979.2,0.836263
21000.0,1.02566
21020.8,1.22543
21041.7,1.43252
21062.5,1.64276
21083.3,1.85385
21104.2,2.06173
21125.0,2.26153
21145.8,2.4517
21166.7,2.6281
21187.5,2.78758
21208.3,2.92857
21229.2,3.04698
21250.0,3.1421
21270.8,3.21135
21291.7,3.25402
21312.5,3.27022
21333.3,3.25816
21354.2,3.21856
21375.0,3.1526
21395.8,3.06153
21416.7,2.94627
21437.5,2.80852
21458.3,2.65143
21479.2,2.47751
21500.0,2.2889
21520.8,2.08996
21541.7,1.88281
21562.5,1.6726
21583.3,1.46151
21604.2,1.25359
21625.0,1.05217
21645.8,0.861274
21666.7,0.683945
21687.5,0.522874
21708.3,0.381026
21729.2,0.261035
21750.0,0.164372
21770.8,0.0926787
21791.7,0.0483554
21812.5,0.0306072
21833.3,0.0402611
21854.2,0.077309
21875.0,0.141772
21895.8,0.231208
21916.7,0.344803
21937.5,0.480988
21958.3,0.636447
21979.2,0.809628
22000.0,0.997439
22020.8,1.19557
22041.7,1.40179
22062.5,1.6121
22083.3,1.8232
22104.2,2.03188
22125.0,2.23331
22145.8,2.42513
22166.7,2.60385
22187.5,2.76591
22208.3,2.90926
22229.2,3.03089
22250.0,3.12911
22270.8,3.2025
22291.7,3.25007
22312.5,3.26934
22333.3,3.26127
22354.2,3.22583
22375.0,3.16385
22395.8,3.07603
22416.7,2.9641
22437.5,2.82947
22458.3,2.67484
22479.2,2.50315
22500.0,2.31627
22520.8,2.11894
22541.7,1.91344
22562.5,1.70319
22583.3,1.49123
22604.2,1.28338
22625.0,1.08118
22645.8,0.888601
22666.7,0.708964
22687.5,0.545492
22708.3,0.400405
22729.2,0.277157
22750.0,0.176503
22770.8,0.101514
22791.7,0.0523613
22812.5,0.0314004
22833.3,0.0371048
22854.2,0.0701288
22875.0,0.1306
22895.8,0.216807
22916.7,0.327039
22937.5,0.460065
22958.3,0.613195
22979.2,0.783924
23000.0,0.969221
23020.8,1.16656
23041.7,1.37209
23062.5,1.58228
23083.3,1.79342
23104.2,2.00206
23125.0,2.20512
23145.8,2.39844
23166.7,2.57891
23187.5,2.74333
23208.3,2.88992
23229.2,3.01483
23250.0,3.11709
23270.8,3.19371
23291.7,3.24443
23312.5,3.26863
23333.3,3.26458
23354.2,3.23307
23375.0,3.17421
23395.8,3.09057
23416.7,2.98174
23437.5,2.85042
23458.3,2.69814
23479.2,2.52896
23500.0,2.34449
23520.8,2.14794
23541.7,1.94325
23562.5,1.7329
23583.3,1.52192
23604.2,1.31324
23625.0,1.10937
23645.8,0.915182
23666.7,0.733906
23687.5,0.568044
23708.3,0.419726
23729.2,0.29331
23750.0,0.189321
23770.8,0.111217
23791.7,0.0579704
23812.5,0.0321755
23833.3,0.0346354
23854.2,0.0635773
23875.0,0.11999
23895.8,0.203046
23916.7,0.309438
23937.5,0.439094
23958.3,0.589679
23979.2,0.758088
24000.0,0.941828
24020.8,1.13759
24041.7,1.34233
24062.5,1.55179
24083.3,1.76278
24104.2,1.97235
24125.0,2.17606
24145.8,2.37103
24166.7,2.55321
24187.5,2.72069
24208.3,2.86975
24229.2,2.99794
24250.0,3.1034
24270.8,3.18404
24291.7,3.2388
24312.5,3.26615
24333.3,3.26699
24354.2,3.23882
24375.0,3.18482
24395.8,3.10419
24416.7,2.99872
24437.5,2.87049
24458.3,2.72152
24479.2,2.55476
24500.0,2.37191
24520.8,2.17696
24541.7,1.97302
24562.5,1.76358
24583.3,1.55251
24604.2,1.34302
24625.0,1.13842
24645.8,0.942653
24666.7,0.758963
24687.5,0.590537
24708.3,0.440022
24729.2,0.310133
24750.0,0.203019
24770.8,0.120913
24791.7,0.0644865
24812.5,0.0346759
24833.3,0.0322784
24854.2,0.0580009
24875.0,0.110381
24895.8,0.189378
24916.7,0.292523
24937.5,0.4197
24958.3,0.567168
24979.2,0.733156
25000.0,0.914467
25020.8,1.10855
25041.7,1.31166
25062.5,1.52107
25083.3,1.73221
25104.2,1.94247
25125.0,2.14716
25145.8,2.34364
25166.7,2.5282
25187.5,2.69735
25208.3,2.84961
25229.2,2.981
25250.0,3.08968
25270.8,3.17435
25291.7,3.23228
25312.5,3.2645
25333.3,3.26861
25354.2,3.2445
25375.0,3.19448
25395.8,3.11708
25416.7,3.01562
25437.5,2.89071
25458.3,2.74407
25479.2,2.57975
25500.0,2.39929
25520.8,2.20594
25541.7,2.00284
25562.5,1.79428
25583.3,1.58312
25604.2,1.37279
25625.0,1.16737
25645.8,0.970831
25666.7,0.784683
25687.5,0.613924
25708.3,0.460803
25729.2,0.327947
25750.0,0.216731
25770.8,0.131312
25791.7,0.0709379
25812.5,0.037022
25833.3,0.031414
25854.2,0.0523914
25875.0,0.101528
25895.8,0.176442
25916.7,0.276377
25937.5,0.399587
25958.3,0.544627
25979.2,0.708142
26000.0,0.887838
26020.8,1.07954
26041.7,1.28176
26062.5,1.49048
26083.3,1.70152
26104.2,1.91187
26125.0,2.11813
26145.8,2.3155
26166.7,2.50242
26187.5,2.67402
26208.3,2.82862
26229.2,2.96319
26250.0,3.07604
26270.8,3.1638
26291.7,3.22585
26312.5,3.26133
26333.3,3.2694
26354.2,3.24998
26375.0,3.20332
26395.8,3.13004
26416.7,3.03173
26437.5,2.91012
26458.3,2.76663
26479.2,2.60476
26500.0,2.42594
26520.8,2.23413
26541.7,2.03273
26562.5,1.82487
26583.3,1.61366
26604.2,1.40344
26625.0,1.19645
26645.8,0.998165
26666.7,0.810509
26687.5,0.637301
26708.3,0.481837
26729.2,0.345624
26750.0,0.23126
26770.8,0.141795
26791.7,0.0774066
26812.5,0.0402565
26833.3,0.0305927
26854.2,0.0475492
26875.0,0.0927178
26895.8,0.163559
26916.7,0.260227
26937.5,0.380247
26958.3,0.522112
26979.2,0.683174
27000.0,0.860438
27020.8,1.05138
27041.7,1.25285
27062.5,1.45983
27083.3,1.67091
27104.2,1.88204
27125.0,2.08828
27145.8,2.28803
27166.7,2.47577
27187.5,2.65061
27208.3,2.80774
27229.2,2.94547
27250.0,3.0608
27270.8,3.15257
27291.7,3.21868
27312.5,3.25812
27333.3,3.2702
27354.2,3.25411
27375.0,3.21136
27395.8,3.14202
27416.7,3.04704
27437.5,2.92856
27458.3,2.78846
27479.2,2.62884
27500.0,2.45245
27520.8,2.2623
27541.7,2.06248
27562.5,1.85462
27583.3,1.64435
27604.2,1.43328
27625.0,1.22623
27645.8,1.02642
27666.7,0.837083
27687.5,0.661359
27708.3,0.502789
27729.2,0.364187
27750.0,0.246481
27770.8,0.153041
27791.7,0.0853133
27812.5,0.0441915
27833.3,0.0297898
27854.2,0.0435722
27875.0,0.0846
27895.8,0.152279
27916.7,0.244924
27937.5,0.361766
27958.3,0.500315
27979.2,0.658999
28000.0,0.833838
28020.8,1.02322
28041.7,1.22298
28062.5,1.42998
28083.3,1.64035
28104.2,1.85142
28125.0,2.05933
28145.8,2.25989
28166.7,2.45002
28187.5,2.62646
28208.3,2.78595
28229.2,2.92699
28250.0,3.04539
28270.8,3.14044
28291.7,3.21057
28312.5,3.25408
28333.3,3.2702
28354.2,3.25813
28375.0,3.21952
28395.8,3.15416
28416.7,3.06238
28437.5,2.94712
28458.3,2.81016
28479.2,2.65308
28500.0,2.47899
28520.8,2.2905
28541.7,2.09153
28562.5,1.8852
28583.3,1.67494
28604.2,1.46387
28625.0,1.25603
28645.8,1.05464
28666.7,0.86362
28687.5,0.685676
28708.3,0.524515
28729.2,0.382715
28750.0,0.261761
28770.8,0.165174
28791.7,0.0934252
28812.5,0.048369
28833.3,0.0306111
28854.2,0.0402654
28875.0,0.0765005
28895.8,0.140176
28916.7,0.229641
28937.5,0.343146
28958.3,0.479339
28979.2,0.634852
29000.0,0.808072
